,name,count,phonetics,meta1,soundex
26533,Sravya,14,SRAV,SRF,S610
26534,Sreeja,5,SRAJ,SRJ,S620
26535,Sreya,16,SRY,SR,S600
26536,Srihan,17,SRAN,SRHN,S650
26537,Srija,6,SRAJ,SRJ,S620
26538,Srikar,95,SRACAR,SRKR,S626
26539,Srinidhi,69,SRANAD,SRNT,S653
26540,Srinika,32,SRANAC,SRNK,S652
26541,Sriram,85,SRARAN,SRRM,S650
26542,Srishti,27,SRAST,SRXT,S623
26543,Sriya,107,SRY,SR,S600
26544,Sruly,34,SRALY,SRL,S640
26545,Sruthi,53,SRAT,SR0,S630
26546,Stace,6,STAC,STK,S320
26547,Stacee,317,STACY,STK,S320
26548,Stacey,155584,STACY,STK,S320
26549,Staci,23329,STAC,STK,S320
26550,Stacia,5216,STAC,STK,S320
26551,Stacie,36475,STACY,STK,S320
26552,Stacy,178171,STACY,STK,S320
26553,Stacyann,6,STACAN,STKN,S325
26554,Stacye,53,STACY,STK,S320
26555,Stafford,481,STAFAD,STFR,S316
26556,Stalin,16,STALAN,STLN,S345
26557,Stan,5207,STAN,STN,S350
26558,Stanford,2817,STANFAD,STNF,S351
26559,Stanislaus,219,STANASL,STNL,S352
26560,Stanislaw,53,STANASL,STNL,S352
26561,Stanislawa,18,STANASL,STNL,S352
26562,Stanley,288598,STANLY,STNL,S354
26563,Stanly,10,STANLY,STNL,S354
26564,Stanton,1819,STANTAN,STNT,S353
26565,Staphanie,5,STAFANY,STFN,S315
26566,Staphany,59,STAFANY,STFN,S315
26567,Star,3854,STAR,STR,S360
26568,Starasia,191,STARAS,STRS,S362
26569,Starkeisha,5,STARCAS,STRK,S362
26570,Starkisha,5,STARCAS,STRK,S362
26571,Starla,4472,STARL,STRL,S364
26572,Starlee,5,STARLY,STRL,S364
26573,Starlene,141,STARLAN,STRL,S364
26574,Starlet,10,STARLAT,STRL,S364
26575,Starlett,16,STARLAT,STRL,S364
26576,Starling,26,STARLANG,STRL,S364
26577,Starlyn,10,STARLAN,STRL,S364
26578,Starlynn,6,STARLAN,STRL,S364
26579,Starquasia,8,STARGAS,STRK,S362
26580,Starr,5132,STAR,STR,S360
26581,Starsky,27,STARSCY,STRS,S362
26582,Stasha,39,STAS,STX,S320
26583,Stasia,735,STAS,STS,S320
26584,Stassi,16,STAS,STS,S320
26585,Statia,61,STAT,STX,S300
26586,Stavro,5,STAVR,STFR,S316
26587,Stavros,174,STAVR,STFR,S316
26588,Stavroula,61,STAVRAL,STFR,S316
26589,Stclair,5,STCLAR,STKR,S324
26590,Stedman,69,STADNAN,STTM,S350
26591,Steed,5,STAD,STT,S300
26592,Steel,21,STAL,STL,S340
26593,Steele,285,STAL,STL,S340
26594,Stefan,15172,STAFAN,STFN,S315
26595,Stefani,4113,STAFAN,STFN,S315
26596,Stefania,906,STAFAN,STFN,S315
26597,Stefanie,34078,STAFANY,STFN,S315
26598,Stefanny,10,STAFANY,STFN,S315
26599,Stefano,1368,STAFAN,STFN,S315
26600,Stefanos,16,STAFAN,STFN,S315
26601,Stefany,2002,STAFANY,STFN,S315
26602,Stefen,35,STAFAN,STFN,S315
26603,Steffan,177,STAFAN,STFN,S315
26604,Steffani,136,STAFAN,STFN,S315
26605,Steffanie,724,STAFANY,STFN,S315
26606,Steffany,405,STAFANY,STFN,S315
26607,Steffen,118,STAFAN,STFN,S315
26608,Steffi,104,STAF,STF,S310
26609,Steffie,224,STAFY,STF,S310
26610,Steffon,48,STAFAN,STFN,S315
26611,Stefon,331,STAFAN,STFN,S315
26612,Stehanie,5,STANY,STHN,S350
26613,Stella,129053,STAL,STL,S340
26614,Stellan,148,STALAN,STLN,S345
26615,Stellarose,6,STALARAS,STLR,S346
26616,Sten,5,STAN,STN,S350
26617,Stepahnie,31,STAPANY,STPN,S315
26618,Stepan,20,STAPAN,STPN,S315
26619,Stepanie,92,STAPANY,STPN,S315
26620,Stephaie,5,STAFY,STF,S310
26621,Stephaine,2016,STAFAN,STFN,S315
26622,Stephan,21896,STAFAN,STFN,S315
26623,Stephane,250,STAFAN,STFN,S315
26624,Stephanee,38,STAFANY,STFN,S315
26625,Stephaney,5,STAFANY,STFN,S315
26626,Stephani,2655,STAFAN,STFN,S315
26627,Stephania,1222,STAFAN,STFN,S315
26628,Stephanie,735860,STAFANY,STFN,S315
26629,Stephanieann,15,STAFANAN,STFN,S315
26630,Stephannie,199,STAFANY,STFN,S315
26631,Stephanny,10,STAFANY,STFN,S315
26632,Stephano,35,STAFAN,STFN,S315
26633,Stephany,10719,STAFANY,STFN,S315
26634,Stephen,847989,STAFAN,STFN,S315
26635,Stepheni,5,STAFAN,STFN,S315
26636,Stephenie,2785,STAFANY,STFN,S315
26637,Stephens,11,STAFAN,STFN,S315
26638,Stepheny,10,STAFANY,STFN,S315
26639,Stephie,10,STAFY,STF,S310
26640,Stephine,392,STAFAN,STFN,S315
26641,Stephnie,21,STAFNY,STFN,S315
26642,Stephon,5904,STAFAN,STFN,S315
26643,Stephone,38,STAFAN,STFN,S315
26644,Stephy,14,STAFY,STF,S310
26645,Sterling,24279,STARLANG,STRL,S364
26646,Stetson,2255,STATSAN,STTS,S325
26647,Stevan,1394,STAFAN,STFN,S315
26648,Steve,234233,STAF,STF,S310
26649,Stevee,7,STAFY,STF,S310
26650,Steven,1275236,STAFAN,STFN,S315
26651,Stevens,195,STAFAN,STFN,S315
26652,Stevenson,122,STAFANSAN,STFN,S315
26653,Stevi,253,STAF,STF,S310
26654,Stevie,15665,STAFY,STF,S310
26655,Stevon,12,STAFAN,STFN,S315
26656,Steward,94,STAD,STRT,S363
26657,Stewart,24573,STAD,STRT,S363
26658,Stiles,25,STAL,STLS,S342
26659,Stillman,5,STALNAN,STLM,S345
26660,Stiney,5,STANY,STN,S350
26661,Stirling,6,STARLANG,STRL,S364
26662,Stjulian,5,STJALAN,STJL,S324
26663,Stockton,502,STACTAN,STKT,S323
26664,Stokes,5,STAC,STKS,S320
26665,Stone,3086,STAN,STN,S350
26666,Stonewall,22,STANAL,STNL,S354
26667,Stoney,832,STANY,STN,S350
26668,Stony,5,STANY,STN,S350
26669,Stori,41,STAR,STR,S360
26670,Storie,10,STARY,STR,S360
26671,Storm,1412,STARN,STRM,S365
26672,Stormey,10,STARNY,STRM,S365
26673,Stormi,597,STARN,STRM,S365
26674,Stormie,1268,STARNY,STRM,S365
26675,Stormy,3745,STARNY,STRM,S365
26676,Story,268,STARY,STR,S360
26677,Stoy,5,STY,ST,S300
26678,Stpehanie,13,STPANY,STPH,S315
26679,Stphanie,5,STFANY,STFN,S315
26680,Stran,5,STRAN,STRN,S365
26681,Stratton,168,STRATAN,STRT,S363
26682,Strider,10,STRADAR,STRT,S363
26683,Strother,5,STRATAR,STR0,S363
26684,Strummer,6,STRANAR,STRM,S365
26685,Stryder,86,STRADAR,STRT,S363
26686,Stryker,250,STRACAR,STRK,S362
26687,Stuart,63464,STAD,STRT,S363
26688,Stuti,15,STAT,STT,S300
26689,Su,5,S,S,S000
26690,Sua,5,S,S,S000
26691,Suad,7,SAD,ST,S300
26692,Suann,16,SAN,SN,S500
26693,Suanne,279,SAN,SN,S500
26694,Subhan,145,SABAN,SPN,S150
26695,Subrena,5,SABRAN,SPRN,S165
26696,Subrina,87,SABRAN,SPRN,S165
26697,Sucely,5,SACALY,SKL,S240
26698,Suda,5,SAD,ST,S300
26699,Sudais,50,SAD,ST,S320
26700,Sudie,1625,SADY,ST,S300
26701,Sue,137593,S,S,S000
26702,Sueann,518,SAN,SN,S500
26703,Sueanne,16,SAN,SN,S500
26704,Sueellen,11,SALAN,SLN,S450
26705,Suehay,6,SAY,SH,S000
26706,Sueko,228,SAC,SK,S200
26707,Sueling,10,SALANG,SLNK,S452
26708,Suellen,1557,SALAN,SLN,S450
26709,Suellyn,23,SALAN,SLN,S450
26710,Sueno,12,SAN,SN,S500
26711,Sueo,45,S,S,S000
26712,Suetta,5,SAT,ST,S300
26713,Sufyaan,5,SAFAN,SFN,S150
26714,Sufyan,18,SAFAN,SFN,S150
26715,Sugey,83,SAGY,SJ,S200
26716,Suha,23,S,SH,S000
26717,Suhaib,10,SAB,SHP,S100
26718,Suhail,5,SAL,SHL,S400
26719,Suhailah,18,SAL,SHL,S400
26720,Suhaill,13,SAL,SHL,S400
26721,Suhana,84,SAN,SHN,S500
26722,Suhani,303,SAN,SHN,S500
26723,Suhas,16,S,SHS,S200
26724,Suhayb,26,SAYB,SHP,S100
26725,Suhayla,39,SAYL,SHL,S400
26726,Suhaylah,81,SAYL,SHL,S400
26727,Suheidy,5,SADY,SHT,S300
26728,Suhey,30,SAY,SH,S000
26729,Suheyb,16,SAYB,SHP,S100
26730,Sui,5,S,S,S000
26731,Sujey,283,SAJY,SJ,S200
26732,Sukanya,20,SACAN,SKN,S250
26733,Sukari,5,SACAR,SKR,S260
26734,Sukhdeep,6,SACHDAP,SKTP,S231
26735,Sukhman,27,SACHNAN,SKMN,S250
26736,Sukhmani,45,SACHNAN,SKMN,S250
26737,Sukhpreet,15,SACHPRAT,SKPR,S216
26738,Sukhraj,24,SACHRAJ,SKRJ,S262
26739,Suki,84,SAC,SK,S200
26740,Sula,104,SAL,SL,S400
26741,Sulaiman,191,SALANAN,SLMN,S450
26742,Sulamita,11,SALANAT,SLMT,S453
26743,Sulay,41,SALY,SL,S400
26744,Sulayman,25,SALYNAN,SLMN,S450
26745,Suleika,5,SALAC,SLK,S420
26746,Suleima,99,SALAN,SLM,S450
26747,Suleiman,51,SALANAN,SLMN,S450
26748,Sulema,1396,SALAN,SLM,S450
26749,Suley,6,SALY,SL,S400
26750,Suleyma,119,SALYN,SLM,S450
26751,Sullivan,4887,SALAVAN,SLFN,S415
26752,Sully,128,SALY,SL,S400
26753,Sulma,97,SALN,SLM,S450
26754,Sulo,75,SAL,SL,S400
26755,Sultan,290,SALTAN,SLTN,S435
26756,Sultana,5,SALTAN,SLTN,S435
26757,Sumaira,6,SANAR,SMR,S560
26758,Sumaiya,120,SANAY,SM,S500
26759,Sumaiyah,11,SANAY,SM,S500
26760,Sumako,5,SANAC,SMK,S520
26761,Sumaya,654,SANY,SM,S500
26762,Sumayah,79,SANY,SM,S500
26763,Sumayya,10,SANY,SM,S500
26764,Sumayyah,103,SANY,SM,S500
26765,Sumedha,10,SANAD,SMT,S530
26766,Sumeet,35,SANAT,SMT,S530
26767,Sumer,252,SANAR,SMR,S560
26768,Sumeya,21,SANY,SM,S500
26769,Sumi,11,SAN,SM,S500
26770,Sumie,168,SANY,SM,S500
26771,Sumiko,401,SANAC,SMK,S520
26772,Sumit,5,SANAT,SMT,S530
26773,Sumiye,27,SANY,SM,S500
26774,Summer,71975,SANAR,SMR,S560
26775,Summie,5,SANY,SM,S500
26776,Sumner,688,SANAR,SMNR,S560
26777,Sumter,10,SANTAR,SMTR,S536
26778,Sun,154,SAN,SN,S500
26779,Sunao,20,SAN,SN,S500
26780,Sundae,5,SAND,SNT,S530
26781,Sunday,358,SANDY,SNT,S530
26782,Sundee,5,SADY,SNT,S530
26783,Sundeep,50,SANDAP,SNTP,S531
26784,Sundra,38,SANDR,SNTR,S536
26785,Sundus,84,SAND,SNTS,S532
26786,Sung,117,SANG,SNK,S520
26787,Sunil,235,SANAL,SNL,S540
26788,Sunita,67,SANAT,SNT,S530
26789,Sunni,325,SAN,SN,S500
26790,Sunnie,207,SANY,SN,S500
26791,Sunny,5377,SANY,SN,S500
26792,Sunshine,2606,SANSAN,SNXN,S525
26793,Sunya,5,SAN,SN,S500
26794,Suong,5,SANG,SNK,S520
26795,Supreme,23,SAPRAN,SPRM,S165
26796,Supriya,16,SAPRY,SPR,S160
26797,Sura,48,SAR,SR,S600
26798,Surabhi,16,SARAB,SRP,S610
26799,Surah,22,SAR,SR,S600
26800,Suraiya,6,SARAY,SR,S600
26801,Suraj,277,SARAJ,SRJ,S620
26802,Suraya,79,SARY,SR,S600
26803,Suren,6,SARAN,SRN,S650
26804,Surena,7,SARAN,SRN,S650
26805,Suri,1583,SAR,SR,S600
26806,Suriah,10,SAR,SR,S600
26807,Surie,80,SARY,SR,S600
26808,Surina,40,SARAN,SRN,S650
26809,Suriya,16,SARY,SR,S600
26810,Suriyah,6,SARY,SR,S600
26811,Surveen,8,SARVAN,SRFN,S615
26812,Sury,477,SARY,SR,S600
26813,Surya,273,SAR,SR,S600
26814,Susan,1109346,SASAN,SSN,S250
26815,Susana,17106,SASAN,SSN,S250
26816,Susann,1165,SASAN,SSN,S250
26817,Susanna,11696,SASAN,SSN,S250
26818,Susannah,3238,SASAN,SSN,S250
26819,Susanne,21849,SASAN,SSN,S250
26820,Susano,10,SASAN,SSN,S250
26821,Susette,106,SASAT,SST,S230
26822,Susi,26,SAS,SS,S200
26823,Susie,62190,SASY,SS,S200
26824,Sussie,10,SASY,SS,S200
26825,Susumu,288,SASAN,SSM,S250
26826,Susy,340,SASY,SS,S200
26827,Sutter,32,SATAR,STR,S360
26828,Sutton,2348,SATAN,STN,S350
26829,Suz,5,S,SS,S200
26830,Suzan,6068,SASAN,SSN,S250
26831,Suzana,281,SASAN,SSN,S250
26832,Suzann,1840,SASAN,SSN,S250
26833,Suzanna,4676,SASAN,SSN,S250
26834,Suzannah,80,SASAN,SSN,S250
26835,Suzanne,215377,SASAN,SSN,S250
26836,Suzett,5,SASAT,SST,S230
26837,Suzette,13283,SASAT,SST,S230
26838,Suzi,244,SAS,SS,S200
26839,Suzie,1277,SASY,SS,S200
26840,Suzonne,5,SASAN,SSN,S250
26841,Suzy,1743,SASY,SS,S200
26842,Suzzane,6,SASAN,SSN,S250
26843,Suzzanne,16,SASAN,SSN,S250
26844,Suzzette,52,SASAT,SST,S230
26845,Svea,74,SV,SF,S100
26846,Sven,299,SVAN,SFN,S150
26847,Svetlana,123,SVATLAN,SFTL,S134
26848,Swan,6,SWAN,SN,S500
26849,Swannie,81,SWANY,SN,S500
26850,Swanson,15,SWANSAN,SNSN,S525
26851,Swara,134,SWAR,SR,S600
26852,Swati,26,SWAT,ST,S300
26853,Swayze,77,SWYS,SS,S200
26854,Swayzie,6,SWYSY,SS,S200
26855,Sweetie,44,SWATY,ST,S300
26856,Swen,5,SWAN,SN,S500
26857,Sweta,10,SWAT,ST,S300
26858,Swetha,31,SWAT,S0,S300
26859,Sy,23,SY,S,S000
26860,Syair,5,SAR,SR,S600
26861,Syaire,7,SAR,SR,S600
26862,Syann,17,SAN,SN,S500
26863,Syanna,5,SAN,SN,S500
26864,Syanne,11,SAN,SN,S500
26865,Sybil,14000,SABAL,SPL,S140
26866,Syble,4185,SABL,SPL,S140
26867,Sybol,5,SABAL,SPL,S140
26868,Syd,31,SAD,ST,S300
26869,Sydel,18,SADAL,STL,S340
26870,Sydell,440,SADAL,STL,S340
26871,Sydelle,492,SADAL,STL,S340
26872,Sydne,52,SADN,STN,S350
26873,Sydnee,6216,SADNY,STN,S350
26874,Sydnei,56,SADN,STN,S350
26875,Sydney,163811,SADNY,STN,S350
26876,Sydni,3559,SADN,STN,S350
26877,Sydnie,3209,SADNY,STN,S350
26878,Syed,3535,SAD,ST,S300
26879,Syeda,663,SAD,ST,S300
26880,Syesha,15,SAS,SX,S200
26881,Syire,5,SAR,SR,S600
26882,Sylar,158,SALAR,SLR,S460
26883,Sylas,2573,SAL,SLS,S420
26884,Syler,61,SALAR,SLR,S460
26885,Sylia,6,SAL,SL,S400
26886,Sylis,87,SAL,SLS,S420
26887,Syliva,91,SALAV,SLF,S410
26888,Sylus,139,SAL,SLS,S420
26889,Sylva,10,SALV,SLF,S410
26890,Sylvan,652,SALVAN,SLFN,S415
26891,Sylvana,77,SALVAN,SLFN,S415
26892,Sylvania,20,SALVAN,SLFN,S415
26893,Sylvester,35897,SALVASTAR,SLFS,S412
26894,Sylvestre,6,SALVASTR,SLFS,S412
26895,Sylvia,225840,SALV,SLF,S410
26896,Sylvie,1355,SALVY,SLF,S410
26897,Sylvio,86,SALV,SLF,S410
26898,Sylwia,48,SALW,SL,S400
26899,Symantha,29,SANANT,SMN0,S530
26900,Symir,115,SANAR,SMR,S560
26901,Symone,2487,SANAN,SMN,S500
26902,Symphony,746,SANFANY,SMFN,S515
26903,Synai,9,SAN,SN,S500
26904,Syncere,810,SANCAR,SNKR,S526
26905,Syndee,5,SADY,SNT,S530
26906,Syndey,6,SANDY,SNT,S530
26907,Synetta,6,SANAT,SNT,S530
26908,Synia,57,SAN,SN,S500
26909,Syniah,65,SAN,SN,S500
26910,Synthia,505,SANT,SN0,S530
26911,Syon,7,SAN,SN,S500
26912,Syra,27,SAR,SR,S600
26913,Syrah,5,SAR,SR,S600
26914,Syrai,6,SAR,SR,S600
26915,Syreeta,1288,SARAT,SRT,S630
26916,Syrena,22,SARAN,SRN,S650
26917,Syretta,39,SARAT,SRT,S630
26918,Syria,69,SAR,SR,S600
26919,Syriah,76,SAR,SR,S600
26920,Syriana,105,SARAN,SRN,S650
26921,Syrianna,5,SARAN,SRN,S650
26922,Syris,6,SAR,SRS,S620
26923,Syrus,295,SAR,SRS,S620
26924,Szymon,211,SANAN,SMN,S250
26925,Ta,5,T,T,T000
26926,Taaliyah,5,TALY,TL,T400
26927,Taariq,22,TARAG,TRK,T620
26928,Taavon,10,TAVAN,TFN,T150
26929,Tab,237,TAB,TP,T100
26930,Tabatha,17364,TABAT,TP0,T130
26931,Tabbatha,42,TABAT,TP0,T130
26932,Tabbitha,35,TABAT,TP0,T130
26933,Tabby,5,TABY,TP,T100
26934,Tabetha,1884,TABAT,TP0,T130
26935,Tabias,5,TAB,TPS,T120
26936,Tabita,10,TABAT,TPT,T130
26937,Tabitha,55080,TABAT,TP0,T130
26938,Tabor,29,TABAR,TPR,T160
26939,Tabytha,29,TABAT,TP0,T130
26940,Tacara,76,TACAR,TKR,T260
26941,Tacarra,35,TACAR,TKR,T260
26942,Taccara,18,TACAR,TKR,T260
26943,Tacuma,7,TACAN,TKM,T250
26944,Tacy,10,TACY,TK,T200
26945,Tad,3455,TAD,TT,T300
26946,Tadao,211,TAD,TT,T300
26947,Tadarius,72,TADAR,TTRS,T362
26948,Tadashi,428,TADAS,TTX,T320
26949,Tadayoshi,5,TADYAS,TTX,T320
26950,Tadd,135,TAD,TT,T300
26951,Tadeh,21,TAD,TT,T300
26952,Tadeo,734,TAD,TT,T300
26953,Tadeusz,16,TAD,TTS,T320
26954,Tadhg,11,TADHG,TTK,T320
26955,Tae,11,T,T,T000
26956,Taegan,106,TAGAN,TKN,T250
26957,Taeko,5,TAC,TK,T200
26958,Taeler,10,TALAR,TLR,T460
26959,Taelor,764,TALAR,TLR,T460
26960,Taelyn,457,TALAN,TLN,T450
26961,Taelynn,170,TALAN,TLN,T450
26962,Taequan,10,TAGAN,TKN,T250
26963,Taesean,10,TASAN,TSN,T250
26964,Taesha,5,TAS,TX,T200
26965,Taeshawn,5,TASAN,TXN,T250
26966,Taevion,23,TAFAN,TFN,T150
26967,Taevon,31,TAFAN,TFN,T150
26968,Taeya,15,TAY,T,T000
26969,Tafari,257,TAFAR,TFR,T160
26970,Taffy,33,TAFY,TF,T100
26971,Taft,78,TAFT,TFT,T130
26972,Tage,67,TAG,TJ,T200
26973,Taggart,75,TAGAD,TKRT,T263
26974,Taha,893,T,TH,T000
26975,Tahani,20,TAN,THN,T500
26976,Tahari,5,TAR,THR,T600
26977,Taheem,21,TAN,THM,T500
26978,Taheera,16,TAR,THR,T600
26979,Taheerah,39,TAR,THR,T600
26980,Tahesha,16,TAS,THX,T200
26981,Tahir,608,TAR,THR,T600
26982,Tahira,282,TAR,THR,T600
26983,Tahirah,141,TAR,THR,T600
26984,Tahiry,198,TARY,THR,T600
26985,Tahisha,93,TAS,THX,T200
26986,Tahitoa,5,TAT,THT,T300
26987,Tahj,1570,TAJ,TJ,T200
26988,Tahja,5,TAJ,TJ,T200
26989,Tahjir,5,TAJAR,TJR,T260
26990,Tahjmir,5,TAJNAR,TMR,T256
26991,Tahlia,950,TAL,TL,T400
26992,Tahlor,5,TALAR,TLR,T460
26993,Tahmid,108,TANAD,TMT,T530
26994,Tahmina,6,TANAN,TMN,T500
26995,Tahmir,69,TANAR,TMR,T560
26996,Tahnee,165,TANY,TN,T500
26997,Tahsin,17,TASAN,TSN,T250
26998,Tai,1429,T,T,T000
26999,Taia,47,T,T,T000
27000,Taide,11,TAD,TT,T300
27001,Taiden,11,TADAN,TTN,T350
27002,Taiesha,22,TAS,TX,T200
27003,Taiga,31,TAG,TK,T200
27004,Taige,5,TAG,TJ,T200
27005,Taija,62,TAJ,TJ,T200
27006,Taijah,17,TAJ,TJ,T200
27007,Taiki,21,TAC,TK,T200
27008,Tailor,156,TALAR,TLR,T460
27009,Tailyn,39,TALAN,TLN,T450
27010,Tailynn,53,TALAN,TLN,T450
27011,Taim,23,TAN,TM,T500
27012,Taimane,39,TANAN,TMN,T500
27013,Taimi,17,TAN,TM,T500
27014,Taimur,5,TANAR,TMR,T560
27015,Taina,1469,TAN,TN,T500
27016,Taiquan,16,TAGAN,TKN,T250
27017,Taira,74,TAR,TR,T600
27018,Tais,162,T,T,T200
27019,Taisei,10,TAS,TS,T200
27020,Taisha,1426,TAS,TX,T200
27021,Taisley,5,TASLY,TL,T240
27022,Tait,58,TAT,TT,T300
27023,Taitum,5,TATAN,TTM,T350
27024,Taiwan,52,TAN,TN,T500
27025,Taiya,75,TAY,T,T000
27026,Taiyo,34,TAY,T,T000
27027,Taiz,38,T,TS,T200
27028,Taj,2473,TAJ,TJ,T200
27029,Taja,702,TAJ,TJ,T200
27030,Tajae,18,TAJ,TJ,T200
27031,Tajah,149,TAJ,TJ,T200
27032,Tajana,5,TAJAN,TJN,T250
27033,Tajanae,93,TAJAN,TJN,T250
27034,Tajay,5,TAJY,TJ,T200
27035,Taje,5,TAJ,TJ,T200
27036,Tajh,125,TAJH,TJ,T200
27037,Taji,16,TAJ,TJ,T200
27038,Tajon,11,TAJAN,TJN,T250
27039,Tajuan,28,TAJAN,TJN,T250
27040,Tajuana,247,TAJAN,TJN,T250
27041,Takahiro,11,TACAR,TKHR,T260
27042,Takai,10,TAC,TK,T200
27043,Takako,17,TACAC,TKK,T200
27044,Takao,67,TAC,TK,T200
27045,Takara,248,TACAR,TKR,T260
27046,Takashi,435,TACAS,TKX,T200
27047,Takayla,290,TACYL,TKL,T240
27048,Takayuki,6,TACYAC,TKK,T200
27049,Takeem,17,TACAN,TKM,T250
27050,Takeema,5,TACAN,TKM,T250
27051,Takeia,5,TAC,TK,T200
27052,Takeisha,202,TACAS,TKX,T200
27053,Takeko,5,TACAC,TKK,T200
27054,Takeo,413,TAC,TK,T200
27055,Takeria,31,TACAR,TKR,T260
27056,Takesha,280,TACAS,TKX,T200
27057,Takeshi,376,TACAS,TKX,T200
27058,Takeshia,21,TACAS,TKX,T200
27059,Takeya,62,TACY,TK,T200
27060,Takhia,12,TAC,TK,T200
27061,Takia,731,TAC,TK,T200
27062,Takima,10,TACAN,TKM,T250
27063,Takira,155,TACAR,TKR,T260
27064,Takisha,1233,TACAS,TKX,T200
27065,Takita,11,TACAT,TKT,T230
27066,Takiya,205,TACY,TK,T200
27067,Takiyah,595,TACY,TK,T200
27068,Takoda,226,TACAD,TKT,T230
27069,Takumi,66,TACAN,TKM,T250
27070,Takuya,10,TACY,TK,T200
27071,Takya,7,TAC,TK,T200
27072,Takyla,27,TACAL,TKL,T240
27073,Takyra,59,TACAR,TKR,T260
27074,Tal,462,TAL,TL,T400
27075,Tala,854,TAL,TL,T400
27076,Talal,36,TALAL,TLL,T400
27077,Talan,2787,TALAN,TLN,T450
27078,Talar,86,TALAR,TLR,T460
27079,Talasia,5,TALAS,TLS,T420
27080,Talaya,134,TALY,TL,T400
27081,Talayah,73,TALY,TL,T400
27082,Talayeh,6,TALY,TL,T400
27083,Talaysia,18,TALYS,TLS,T420
27084,Talbert,10,TALBAD,TLPR,T416
27085,Talea,31,TAL,TL,T400
27086,Taleah,767,TAL,TL,T400
27087,Taleek,5,TALAC,TLK,T420
27088,Taleen,129,TALAN,TLN,T450
27089,Talen,522,TALAN,TLN,T450
27090,Talena,18,TALAN,TLN,T450
27091,Talesha,10,TALAS,TLX,T420
27092,Taleyah,5,TALY,TL,T400
27093,Talha,176,TAL,TL,T400
27094,Tali,252,TAL,TL,T400
27095,Talia,21559,TAL,TL,T400
27096,Taliah,1093,TAL,TL,T400
27097,Talib,77,TALAB,TLP,T410
27098,Talibah,6,TALAB,TLP,T410
27099,Talicia,5,TALAC,TLK,T420
27100,Taliek,5,TALAC,TLK,T420
27101,Talik,37,TALAC,TLK,T420
27102,Talin,175,TALAN,TLN,T450
27103,Talina,81,TALAN,TLN,T450
27104,Taline,48,TALAN,TLN,T450
27105,Talisa,458,TALAS,TLS,T420
27106,Talise,15,TALAS,TLS,T420
27107,Talisha,1152,TALAS,TLX,T420
27108,Talissa,9,TALAS,TLS,T420
27109,Talitha,515,TALAT,TL0,T430
27110,Taliya,119,TALY,TL,T400
27111,Taliyah,5517,TALY,TL,T400
27112,Tallen,15,TALAN,TLN,T450
27113,Tallie,5,TALY,TL,T400
27114,Tallon,71,TALAN,TLN,T450
27115,Tallula,5,TALAL,TLL,T400
27116,Tallulah,808,TALAL,TLL,T400
27117,Talmadge,3056,TALNAG,TLMJ,T453
27118,Talmage,541,TALNAG,TLMJ,T452
27119,Talon,7941,TALAN,TLN,T450
27120,Talonda,5,TALAND,TLNT,T453
27121,Talor,37,TALAR,TLR,T460
27122,Talula,30,TALAL,TLL,T400
27123,Talulah,5,TALAL,TLL,T400
27124,Talus,5,TAL,TLS,T420
27125,Talya,837,TAL,TL,T400
27126,Talyah,10,TAL,TL,T400
27127,Talyn,145,TALAN,TLN,T450
27128,Talynn,39,TALAN,TLN,T450
27129,Tam,413,TAN,TM,T500
27130,Tama,229,TAN,TM,T500
27131,Tamae,5,TAN,TM,T500
27132,Tamala,1467,TANAL,TML,T540
27133,Tamana,7,TANAN,TMN,T500
27134,Tamanika,19,TANANAC,TMNK,T520
27135,Tamanna,10,TANAN,TMN,T500
27136,Tamar,3215,TANAR,TMR,T560
27137,Tamara,127922,TANAR,TMR,T560
27138,Tamarah,64,TANAR,TMR,T560
27139,Tamarcus,47,TANARC,TMRK,T562
27140,Tamari,15,TANAR,TMR,T560
27141,Tamaria,36,TANAR,TMR,T560
27142,Tamarick,9,TANARAC,TMRK,T562
27143,Tamarie,5,TANARY,TMR,T560
27144,Tamarion,151,TANARAN,TMRN,T565
27145,Tamarra,103,TANAR,TMR,T560
27146,Tamasha,5,TANAS,TMX,T520
27147,Tamatha,1974,TANAT,TM0,T530
27148,Tamaya,244,TANY,TM,T500
27149,Tamber,5,TANBAR,TMPR,T516
27150,Tamberly,5,TANBARLY,TMPR,T516
27151,Tambra,582,TANBR,TMPR,T516
27152,Tambria,7,TANBR,TMPR,T516
27153,Tameca,179,TANAC,TMK,T520
27154,Tamecia,5,TANAC,TMK,T520
27155,Tameeka,354,TANAC,TMK,T520
27156,Tameem,11,TANAN,TMM,T500
27157,Tameika,742,TANAC,TMK,T520
27158,Tameisha,11,TANAS,TMX,T520
27159,Tameka,11559,TANAC,TMK,T520
27160,Tamekia,1173,TANAC,TMK,T520
27161,Tamekka,5,TANAC,TMK,T520
27162,Tameko,32,TANAC,TMK,T520
27163,Tamel,27,TANAL,TML,T540
27164,Tamela,5472,TANAL,TML,T540
27165,Tamer,122,TANAR,TMR,T560
27166,Tamera,10757,TANAR,TMR,T560
27167,Tameria,50,TANAR,TMR,T560
27168,Tamesha,796,TANAS,TMX,T520
27169,Tameshia,70,TANAS,TMX,T520
27170,Tami,35873,TAN,TM,T500
27171,Tamia,9940,TAN,TM,T500
27172,Tamiah,98,TAN,TM,T500
